バージョン,曲名,難易度,レベル,ノーツ数,ノーツレーダー属性
BISTROVER,Playball,NORMAL,5,548,PEAK
BISTROVER,Playball,HYPER,7,816,PEAK
BISTROVER,Playball,ANOTHER,9,1073,CHORD
Rootage,Playing With Fire,NORMAL,6,516,NOTES
Rootage,Playing With Fire,HYPER,9,814,PEAK
Rootage,Playing With Fire,ANOTHER,11,,
INFINITAS,Plea Per Phase,NORMAL,5,519,PEAK
INFINITAS,Plea Per Phase,HYPER,9,939,NOTES
INFINITAS,Plea Per Phase,ANOTHER,11,,
8th style,PLEASE DON'T GO,NORMAL,4,527,NOTES
8th style,PLEASE DON'T GO,HYPER,9,798,SCRATCH
8th style,PLEASE DON'T GO,ANOTHER,10,1188,NOTES
Rootage,Please Welcome Mr.C,NORMAL,6,583,NOTES
Rootage,Please Welcome Mr.C,HYPER,9,932,NOTES
Rootage,Please Welcome Mr.C,ANOTHER,11,,
tricoro,POINT ZERO,NORMAL,4,352,PEAK
tricoro,POINT ZERO,HYPER,7,722,PEAK
tricoro,POINT ZERO,ANOTHER,10,1014,PEAK
BISTROVER,POLKAMANIA,NORMAL,6,,
BISTROVER,POLKAMANIA,HYPER,9,899,SCRATCH
BISTROVER,POLKAMANIA,ANOTHER,11,,
INFINITAS,Poppin' Soda,NORMAL,5,532,NOTES
INFINITAS,Poppin' Soda,HYPER,9,914,NOTES
INFINITAS,Poppin' Soda,ANOTHER,11,,
tricoro,portal,NORMAL,3,,
tricoro,portal,HYPER,7,686,PEAK
tricoro,portal,ANOTHER,9,1064,NOTES
copula,POSSESSION,NORMAL,7,708,SOF-LAN
copula,POSSESSION,HYPER,10,1167,SOF-LAN
copula,POSSESSION,ANOTHER,12,,
CastHour,Pout,NORMAL,6,548,NOTES
CastHour,Pout,HYPER,9,961,PEAK
CastHour,Pout,ANOTHER,11,,
9th style,POWER DREAM,NORMAL,5,,
9th style,POWER DREAM,HYPER,8,818,NOTES
9th style,POWER DREAM,ANOTHER,8,,
DistorteD,Power of Love,NORMAL,4,512,PEAK
DistorteD,Power of Love,HYPER,8,861,PEAK
DistorteD,Power of Love,ANOTHER,10,1065,NOTES
tricoro,Praludium,NORMAL,4,381,NOTES
tricoro,Praludium,HYPER,8,758,NOTES
tricoro,Praludium,ANOTHER,11,,
9th style,Prelude,NORMAL,4,441,PEAK
9th style,Prelude,HYPER,6,707,PEAK
HEROIC VERSE,Primitive Vibes,NORMAL,6,589,NOTES
HEROIC VERSE,Primitive Vibes,HYPER,9,1019,NOTES
HEROIC VERSE,Primitive Vibes,ANOTHER,12,,
RESIDENT,Programmed Genom,NORMAL,5,559,PEAK
RESIDENT,Programmed Genom,HYPER,8,829,PEAK
RESIDENT,Programmed Genom,ANOTHER,11,1155,NOTES
SIRIUS,Programmed Sun,NORMAL,4,371,PEAK
SIRIUS,Programmed Sun,HYPER,9,885,NOTES
SIRIUS,Programmed Sun,ANOTHER,10,1135,NOTES
Resort Anthem,Programmed Sun(xac Antarctic Ocean mix),NORMAL,4,344,PEAK
Resort Anthem,Programmed Sun(xac Antarctic Ocean mix),HYPER,7,684,NOTES
Resort Anthem,Programmed Sun(xac Antarctic Ocean mix),ANOTHER,10,1030,PEAK
INFINITAS,Programmed Universe,NORMAL,4,434,NOTES
INFINITAS,Programmed Universe,HYPER,7,738,NOTES
INFINITAS,Programmed Universe,ANOTHER,10,1133,PEAK
EMPRESS,Programmed World,NORMAL,5,,
EMPRESS,Programmed World,HYPER,10,941,PEAK
EMPRESS,Programmed World,ANOTHER,11,,
CastHour,Prohibited Props,NORMAL,5,516,PEAK
CastHour,Prohibited Props,HYPER,8,822,NOTES
CastHour,Prohibited Props,ANOTHER,10,1179,NOTES
DJ TROOPERS,PROMISE FOR LIFE,NORMAL,4,286,PEAK
DJ TROOPERS,PROMISE FOR LIFE,HYPER,6,570,PEAK
DJ TROOPERS,PROMISE FOR LIFE,ANOTHER,8,746,CHORD
Lincle,prompt,NORMAL,5,530,PEAK
Lincle,prompt,HYPER,8,1024,NOTES
Lincle,prompt,ANOTHER,11,1502,PEAK
tricoro,Proof of the existence,NORMAL,6,595,PEAK
tricoro,Proof of the existence,HYPER,10,1104,PEAK
tricoro,Proof of the existence,ANOTHER,12,,
EMPRESS,PSYCHE PLANET-GT,NORMAL,6,694,PEAK
EMPRESS,PSYCHE PLANET-GT,HYPER,9,1076,NOTES
EMPRESS,PSYCHE PLANET-GT,ANOTHER,10,1474,NOTES
EPOLIS,Psychedelic Intelligence,NORMAL,6,641,NOTES
EPOLIS,Psychedelic Intelligence,HYPER,9,975,NOTES
EPOLIS,Psychedelic Intelligence,ANOTHER,11,,
Rootage,Psycho Sheep Riddim,NORMAL,3,330,PEAK
Rootage,Psycho Sheep Riddim,HYPER,7,509,PEAK
Rootage,Psycho Sheep Riddim,ANOTHER,9,842,PEAK
Rootage,Psycho Sheep Riddim,LEGGENDARIA,11,,
SPADA,PUNISHER,NORMAL,5,594,NOTES
SPADA,PUNISHER,HYPER,9,1107,NOTES
SPADA,PUNISHER,ANOTHER,12,,
CastHour,Purple Perplex,NORMAL,6,611,PEAK
CastHour,Purple Perplex,HYPER,10,971,PEAK
CastHour,Purple Perplex,ANOTHER,12,,
2nd style,PUT YOUR FAITH IN ME(for beatmania II),NORMAL,4,288,PEAK
2nd style,PUT YOUR FAITH IN ME(for beatmania II),HYPER,7,434,PEAK
5th style,QQQ,NORMAL,10,,
5th style,QQQ,HYPER,12,1346,NOTES
SINOBUZ,Quakes,NORMAL,7,559,PEAK
SINOBUZ,Quakes,HYPER,10,1066,PEAK
SINOBUZ,Quakes,ANOTHER,12,1613,NOTES
Lincle,QUANTUM TELEPORTATION,NORMAL,7,729,PEAK
Lincle,QUANTUM TELEPORTATION,HYPER,10,1216,PEAK
Lincle,QUANTUM TELEPORTATION,ANOTHER,12,,
Lincle,QUANTUM TELEPORTATION,LEGGENDARIA,12,,
Lincle,quaver♪,NORMAL,4,340,PEAK
Lincle,quaver♪,HYPER,9,1021,NOTES
Lincle,quaver♪,ANOTHER,12,1874,NOTES
HEROIC VERSE,Queen Kaguya,NORMAL,6,506,PEAK
HEROIC VERSE,Queen Kaguya,HYPER,9,892,PEAK
HEROIC VERSE,Queen Kaguya,ANOTHER,11,1327,NOTES
EMPRESS,Queen's Tragedy,NORMAL,4,431,NOTES
EMPRESS,Queen's Tragedy,HYPER,8,812,NOTES
EMPRESS,Queen's Tragedy,ANOTHER,9,1012,NOTES
SIRIUS,quell～the seventh slave～,NORMAL,7,638,PEAK
SIRIUS,quell～the seventh slave～,HYPER,9,944,PEAK
SIRIUS,quell～the seventh slave～,ANOTHER,12,1752,PEAK
copula,quick master (reform version),NORMAL,1,128,SCRATCH
copula,quick master (reform version),HYPER,5,225,PEAK
copula,quick master (reform version),ANOTHER,6,312,PEAK
Lincle,Quick Silver,NORMAL,5,447,PEAK
Lincle,Quick Silver,HYPER,9,878,NOTES
Lincle,Quick Silver,ANOTHER,11,,
9th style,Quickening,NORMAL,5,,
9th style,Quickening,HYPER,7,620,NOTES
9th style,Quickening,ANOTHER,10,1044,NOTES
1st&substream,R3,NORMAL,4,384,NOTES
1st&substream,R3,HYPER,6,392,NOTES
1st&substream,R3,ANOTHER,8,475,NOTES
3rd style,R5,NORMAL,5,430,PEAK
3rd style,R5,HYPER,8,599,PEAK
3rd style,R5,ANOTHER,11,870,PEAK
SPADA,ra'am,NORMAL,7,722,PEAK
SPADA,ra'am,HYPER,10,1067,PEAK
SPADA,ra'am,ANOTHER,12,1500,PEAK
HAPPY SKY,rage against usual,NORMAL,6,697,PEAK
HAPPY SKY,rage against usual,HYPER,10,1081,PEAK
HAPPY SKY,rage against usual,ANOTHER,11,1215,PEAK
5th style,Radical Faith,NORMAL,6,749,NOTES
5th style,Radical Faith,HYPER,11,,
5th style,Radical Faith,ANOTHER,10,1101,NOTES
CastHour,RAGE feat.H14 of LEONAIR,NORMAL,6,585,SCRATCH
CastHour,RAGE feat.H14 of LEONAIR,HYPER,10,1146,SCRATCH
CastHour,RAGE feat.H14 of LEONAIR,ANOTHER,12,,
SINOBUZ,RAIN,NORMAL,6,603,NOTES
SINOBUZ,RAIN,HYPER,10,1038,PEAK
SINOBUZ,RAIN,ANOTHER,12,,
tricoro,Rainbow after snow,NORMAL,5,494,NOTES
tricoro,Rainbow after snow,HYPER,8,794,PEAK
tricoro,Rainbow after snow,ANOTHER,10,1208,CHORD
8th style,rainbow flyer,NORMAL,4,424,PEAK
8th style,rainbow flyer,HYPER,10,931,PEAK
8th style,rainbow flyer,ANOTHER,11,1167,PEAK
SPADA,rainbow guitar weeps,NORMAL,6,610,PEAK
SPADA,rainbow guitar weeps,HYPER,9,998,NOTES
SPADA,rainbow guitar weeps,ANOTHER,12,1683,NOTES
10th style,rainbow rainbow,NORMAL,7,815,NOTES
10th style,rainbow rainbow,HYPER,9,1087,PEAK
10th style,rainbow rainbow,ANOTHER,11,,
HEROIC VERSE,Rainstorm,NORMAL,5,485,PEAK
HEROIC VERSE,Rainstorm,HYPER,8,775,NOTES
HEROIC VERSE,Rainstorm,ANOTHER,10,1140,PEAK
SIRIUS,Raison d'etre～交差する宿命～,NORMAL,6,564,PEAK
SIRIUS,Raison d'etre～交差する宿命～,HYPER,10,1028,PEAK
SIRIUS,Raison d'etre～交差する宿命～,ANOTHER,12,1836,NOTES
CANNON BALLERS,Rampage,NORMAL,7,648,NOTES
CANNON BALLERS,Rampage,HYPER,10,1253,CHORD
CANNON BALLERS,Rampage,ANOTHER,12,1983,CHORD
IIDX RED,Raspberry Heart(English version),NORMAL,6,524,PEAK
IIDX RED,Raspberry Heart(English version),HYPER,8,772,PEAK
IIDX RED,Raspberry Heart(English version),ANOTHER,10,901,PEAK
Pinky Crush,Raspberry Potion (feat.あれたん & ぎゃるのしん☆),NORMAL,5,472,PEAK
Pinky Crush,Raspberry Potion (feat.あれたん & ぎゃるのしん☆),HYPER,9,890,PEAK
Pinky Crush,Raspberry Potion (feat.あれたん & ぎゃるのしん☆),ANOTHER,11,,
CANNON BALLERS,Raspberry Railgun,NORMAL,7,673,NOTES
CANNON BALLERS,Raspberry Railgun,HYPER,10,1067,PEAK
CANNON BALLERS,Raspberry Railgun,ANOTHER,12,1694,NOTES
SINOBUZ,Rave Cannon,NORMAL,5,546,PEAK
SINOBUZ,Rave Cannon,HYPER,9,975,PEAK
SINOBUZ,Rave Cannon,ANOTHER,12,1597,NOTES
HEROIC VERSE,Rave lithosphere,NORMAL,5,568,PEAK
HEROIC VERSE,Rave lithosphere,HYPER,8,881,NOTES
HEROIC VERSE,Rave lithosphere,ANOTHER,11,,
HEROIC VERSE,Rave Patroller,NORMAL,7,747,NOTES
HEROIC VERSE,Rave Patroller,HYPER,10,1289,NOTES
HEROIC VERSE,Rave Patroller,ANOTHER,12,1667,NOTES
PENDUAL,Rave*it!! Rave*it!!,NORMAL,6,497,SCRATCH
PENDUAL,Rave*it!! Rave*it!!,HYPER,9,824,SCRATCH
PENDUAL,Rave*it!! Rave*it!!,ANOTHER,12,1433,CHARGE
10th style,Ready To Rockit Blues,NORMAL,5,,
10th style,Ready To Rockit Blues,HYPER,6,665,NOTES
10th style,Ready To Rockit Blues,ANOTHER,9,808,PEAK
5th style,Real,NORMAL,7,796,PEAK
5th style,Real,HYPER,9,949,PEAK
5th style,Real,ANOTHER,11,1139,PEAK
PENDUAL,Realize Maze,NORMAL,6,677,NOTES
PENDUAL,Realize Maze,HYPER,9,1152,NOTES
PENDUAL,Realize Maze,ANOTHER,11,,
SPADA,Recollection,NORMAL,6,598,PEAK
SPADA,Recollection,HYPER,7,880,PEAK
SPADA,Recollection,ANOTHER,8,1104,CHORD
EPOLIS,Red Determination,NORMAL,5,531,PEAK
EPOLIS,Red Determination,HYPER,8,820,PEAK
EPOLIS,Red Determination,ANOTHER,11,,
RESIDENT,Red Soul,NORMAL,6,532,PEAK
RESIDENT,Red Soul,HYPER,9,931,PEAK
RESIDENT,Red Soul,ANOTHER,11,1463,SCRATCH
IIDX RED,RED ZONE,NORMAL,5,611,NOTES
IIDX RED,RED ZONE,HYPER,9,941,NOTES
IIDX RED,RED ZONE,ANOTHER,11,1232,NOTES
IIDX RED,RED ZONE,LEGGENDARIA,12,,
SIRIUS,Red. by Full Metal Jacket,NORMAL,6,517,SCRATCH
SIRIUS,Red. by Full Metal Jacket,HYPER,9,1015,SCRATCH
SIRIUS,Red. by Full Metal Jacket,ANOTHER,12,1564,SCRATCH
Rootage,Red. by Jack Trance,NORMAL,7,735,SCRATCH
Rootage,Red. by Jack Trance,HYPER,10,1129,SCRATCH
Rootage,Red. by Jack Trance,ANOTHER,12,1612,SCRATCH
tricoro,Reflection Into the EDEN,NORMAL,5,539,PEAK
tricoro,Reflection Into the EDEN,HYPER,7,806,PEAK
tricoro,Reflection Into the EDEN,ANOTHER,10,1283,CHORD
INFINITAS,REFLEXES MANIPULATION,NORMAL,7,602,PEAK
INFINITAS,REFLEXES MANIPULATION,HYPER,10,1035,PEAK
INFINITAS,REFLEXES MANIPULATION,ANOTHER,12,,
PENDUAL,Reflux,NORMAL,6,467,PEAK
PENDUAL,Reflux,HYPER,9,912,PEAK
PENDUAL,Reflux,ANOTHER,12,,
PENDUAL,Reflux,LEGGENDARIA,12,1936,CHARGE
SPADA,refractive index,NORMAL,4,405,NOTES
SPADA,refractive index,HYPER,7,761,NOTES
SPADA,refractive index,ANOTHER,11,1415,NOTES
copula,refrain,NORMAL,6,633,PEAK
copula,refrain,HYPER,10,1094,NOTES
copula,refrain,ANOTHER,12,1856,NOTES
tricoro,Re:GENERATION,NORMAL,5,481,NOTES
tricoro,Re:GENERATION,HYPER,8,949,NOTES
tricoro,Re:GENERATION,ANOTHER,11,1410,NOTES
5th style,Regulus,NORMAL,6,545,PEAK
5th style,Regulus,HYPER,10,805,PEAK
5th style,Regulus,ANOTHER,11,1065,PEAK
3rd style,REINCARNATION,NORMAL,4,398,PEAK
3rd style,REINCARNATION,HYPER,5,525,PEAK
3rd style,REINCARNATION,ANOTHER,7,643,NOTES
INFINITAS,Rejection Girl,NORMAL,5,522,PEAK
INFINITAS,Rejection Girl,HYPER,9,830,NOTES
INFINITAS,Rejection Girl,ANOTHER,11,1390,NOTES
Lincle,Release The Music,NORMAL,4,420,NOTES
Lincle,Release The Music,HYPER,7,771,PEAK
Lincle,Release The Music,ANOTHER,10,1035,NOTES
INFINITAS,Remain,NORMAL,6,550,PEAK
INFINITAS,Remain,HYPER,9,904,PEAK
INFINITAS,Remain,ANOTHER,12,,
DJ TROOPERS,REMINISCENCE,NORMAL,6,,
DJ TROOPERS,REMINISCENCE,HYPER,9,946,NOTES
DJ TROOPERS,REMINISCENCE,ANOTHER,11,1183,CHORD
Rootage,REPLAY,NORMAL,6,820,NOTES
Rootage,REPLAY,HYPER,9,973,NOTES
Rootage,REPLAY,ANOTHER,11,1505,NOTES
Lincle,RESISTANCE,NORMAL,3,353,PEAK
Lincle,RESISTANCE,HYPER,7,707,NOTES
Lincle,RESISTANCE,ANOTHER,10,1345,CHORD
EPOLIS,Resonant,NORMAL,6,580,NOTES
EPOLIS,Resonant,HYPER,10,1173,NOTES
EPOLIS,Resonant,ANOTHER,12,,
IIDX RED,RESONATE 1794,NORMAL,4,469,PEAK
IIDX RED,RESONATE 1794,HYPER,11,744,PEAK
Resort Anthem,reunion,NORMAL,8,822,NOTES
Resort Anthem,reunion,HYPER,11,,
Resort Anthem,reunion,ANOTHER,12,,
CANNON BALLERS,REVOLVER,NORMAL,5,456,NOTES
CANNON BALLERS,REVOLVER,HYPER,8,833,NOTES
CANNON BALLERS,REVOLVER,ANOTHER,11,1374,NOTES
RESIDENT,Rewind Time,NORMAL,4,360,NOTES
RESIDENT,Rewind Time,HYPER,7,655,NOTES
RESIDENT,Rewind Time,ANOTHER,10,1215,NOTES
5th style,RIDE ON THE LIGHT (HI GREAT MIX),NORMAL,5,469,NOTES
5th style,RIDE ON THE LIGHT (HI GREAT MIX),HYPER,8,616,PEAK
5th style,RIDE ON THE LIGHT (HI GREAT MIX),ANOTHER,9,904,PEAK
5th style,RIDE ON THE LIGHT (HI GREAT MIX),LEGGENDARIA,10,1010,CHARGE
copula,Ride To The Core,NORMAL,5,543,PEAK
copula,Ride To The Core,HYPER,9,855,NOTES
copula,Ride To The Core,ANOTHER,11,,
RESIDENT,RINNE,NORMAL,5,,
RESIDENT,RINNE,HYPER,10,1172,CHORD
RESIDENT,RINNE,ANOTHER,12,1767,CHORD
SPADA,RISE,NORMAL,5,496,NOTES
SPADA,RISE,HYPER,8,732,NOTES
SPADA,RISE,ANOTHER,10,1038,PEAK
CANNON BALLERS,Rise Circuit,NORMAL,5,489,PEAK
CANNON BALLERS,Rise Circuit,HYPER,8,,
CANNON BALLERS,Rise Circuit,ANOTHER,11,,
10th style,Rise'n Beauty,NORMAL,6,,
10th style,Rise'n Beauty,HYPER,10,882,NOTES
10th style,Rise'n Beauty,ANOTHER,11,1159,NOTES
SINOBUZ,RISING FIRE HAWK,NORMAL,5,439,PEAK
SINOBUZ,RISING FIRE HAWK,HYPER,8,854,PEAK
SINOBUZ,RISING FIRE HAWK,ANOTHER,11,1359,CHORD
DJ TROOPERS,Rising in the Sun(original mix),NORMAL,5,477,PEAK
DJ TROOPERS,Rising in the Sun(original mix),HYPER,9,839,PEAK
DJ TROOPERS,Rising in the Sun(original mix),ANOTHER,11,1187,PEAK
5th style,RISLIM,NORMAL,4,463,NOTES
5th style,RISLIM,HYPER,6,625,PEAK
9th style,RISLIM -Remix-,NORMAL,6,521,PEAK
9th style,RISLIM -Remix-,HYPER,9,817,NOTES
9th style,RISLIM -Remix-,ANOTHER,12,,
DJ TROOPERS,Ristaccia,NORMAL,5,400,SCRATCH
DJ TROOPERS,Ristaccia,HYPER,8,936,NOTES
DJ TROOPERS,Ristaccia,ANOTHER,10,1174,PEAK
DJ TROOPERS,Ristaccia,LEGGENDARIA,11,1265,PEAK
BISTROVER,Ritual of Anubis,NORMAL,6,580,SCRATCH
BISTROVER,Ritual of Anubis,HYPER,9,932,NOTES
BISTROVER,Ritual of Anubis,ANOTHER,11,,
SPADA,RIZING YOU UP,NORMAL,8,780,PEAK
SPADA,RIZING YOU UP,HYPER,10,1313,CHORD
SPADA,RIZING YOU UP,ANOTHER,12,1680,CHORD
Pinky Crush,Roar of Chronos,NORMAL,6,628,NOTES
Pinky Crush,Roar of Chronos,HYPER,10,1115,NOTES
Pinky Crush,Roar of Chronos,ANOTHER,12,,
Resort Anthem,Rock Da House,NORMAL,5,453,NOTES
Resort Anthem,Rock Da House,HYPER,8,794,NOTES
Resort Anthem,Rock Da House,ANOTHER,10,1150,NOTES
copula,Rock It,NORMAL,5,569,NOTES
copula,Rock It,HYPER,9,931,NOTES
copula,Rock It,ANOTHER,11,1556,NOTES
DJ TROOPERS,ROCK ME NOW,NORMAL,5,,
DJ TROOPERS,ROCK ME NOW,HYPER,9,858,PEAK
BISTROVER,rommmo,NORMAL,6,612,NOTES
BISTROVER,rommmo,HYPER,9,965,PEAK
BISTROVER,rommmo,ANOTHER,11,,
Rootage,R∞tAge,NORMAL,5,569,PEAK
Rootage,R∞tAge,HYPER,8,1058,NOTES
Rootage,R∞tAge,ANOTHER,11,1453,CHORD
SIRIUS,Roots of my way!,NORMAL,5,500,NOTES
SIRIUS,Roots of my way!,HYPER,7,683,PEAK
SIRIUS,Roots of my way!,ANOTHER,9,1025,CHORD
BISTROVER,Rosa azuL,NORMAL,5,,
BISTROVER,Rosa azuL,HYPER,9,933,NOTES
BISTROVER,Rosa azuL,ANOTHER,11,,
6th style,rottel-da-sun,NORMAL,5,,
6th style,rottel-da-sun,HYPER,8,693,SCRATCH
9th style,rottel-the-Mercury,NORMAL,6,634,PEAK
9th style,rottel-the-Mercury,HYPER,9,924,NOTES
9th style,rottel-the-Mercury,ANOTHER,11,1132,CHORD
SINOBUZ,ROTTERDAM SHOGUN,NORMAL,6,,
SINOBUZ,ROTTERDAM SHOGUN,HYPER,9,919,NOTES
SINOBUZ,ROTTERDAM SHOGUN,ANOTHER,11,1411,NOTES
HEROIC VERSE,rough percussionythm,NORMAL,6,523,SCRATCH
HEROIC VERSE,rough percussionythm,HYPER,9,866,SCRATCH
HEROIC VERSE,rough percussionythm,ANOTHER,11,1293,SCRATCH
Lincle,Round and Round,NORMAL,3,435,PEAK
Lincle,Round and Round,HYPER,6,700,NOTES
Lincle,Round and Round,ANOTHER,10,1230,PEAK
6th style,route 80s,NORMAL,7,562,SCRATCH
6th style,route 80s,HYPER,11,,
6th style,route 80s,ANOTHER,12,900,PEAK
copula,Routing,NORMAL,7,575,PEAK
copula,Routing,HYPER,9,918,NOTES
copula,Routing,ANOTHER,11,1285,CHORD
BISTROVER,Rowdy,NORMAL,5,530,NOTES
BISTROVER,Rowdy,HYPER,8,804,PEAK
BISTROVER,Rowdy,ANOTHER,11,,
Rootage,ROZA DE ANDALUCIA,NORMAL,6,665,NOTES
Rootage,ROZA DE ANDALUCIA,HYPER,9,1069,NOTES
Rootage,ROZA DE ANDALUCIA,ANOTHER,11,,
BISTROVER,Rub-a Dub-a,NORMAL,5,461,NOTES
BISTROVER,Rub-a Dub-a,HYPER,8,737,PEAK
BISTROVER,Rub-a Dub-a,ANOTHER,9,1113,CHORD
BISTROVER,Rubrum Piano,NORMAL,5,,
BISTROVER,Rubrum Piano,HYPER,9,837,NOTES
BISTROVER,Rubrum Piano,ANOTHER,12,1244,NOTES
Rootage,ruin of opals,NORMAL,6,537,SOF-LAN
Rootage,ruin of opals,HYPER,10,1012,SOF-LAN
Rootage,ruin of opals,ANOTHER,12,1604,SOF-LAN
RESIDENT,Ruler or Loser,NORMAL,5,493,NOTES
RESIDENT,Ruler or Loser,HYPER,8,855,NOTES
RESIDENT,Ruler or Loser,ANOTHER,11,,
tricoro,rumrum triplets,NORMAL,5,484,PEAK
tricoro,rumrum triplets,HYPER,10,1256,NOTES
tricoro,rumrum triplets,ANOTHER,12,1613,CHORD
INFINITAS,Rush!!,NORMAL,4,484,NOTES
INFINITAS,Rush!!,HYPER,7,,
INFINITAS,Rush!!,ANOTHER,10,1131,NOTES
tricoro,S!ck,NORMAL,5,465,NOTES
tricoro,S!ck,HYPER,9,961,NOTES
tricoro,S!ck,ANOTHER,11,1416,NOTES
HEROIC VERSE,S!ck (Nhato Remix),NORMAL,6,556,PEAK
HEROIC VERSE,S!ck (Nhato Remix),HYPER,9,922,PEAK
HEROIC VERSE,S!ck (Nhato Remix),ANOTHER,11,,
BISTROVER,S-Bahn,NORMAL,5,525,NOTES
BISTROVER,S-Bahn,HYPER,7,799,NOTES
BISTROVER,S-Bahn,ANOTHER,9,1093,NOTES
Lincle,SA.YO.NA.RA. SUPER STAR,NORMAL,5,,
Lincle,SA.YO.NA.RA. SUPER STAR,HYPER,9,754,PEAK
Lincle,SA.YO.NA.RA. SUPER STAR,ANOTHER,11,1192,PEAK
Resort Anthem,SABER WING,NORMAL,5,,
Resort Anthem,SABER WING,HYPER,9,928,SOF-LAN
Resort Anthem,SABER WING,ANOTHER,12,,
PENDUAL,Sakura Mirage,NORMAL,6,520,SCRATCH
PENDUAL,Sakura Mirage,HYPER,8,731,PEAK
PENDUAL,Sakura Mirage,ANOTHER,10,1156,PEAK
Resort Anthem,Sakura Reflection,NORMAL,6,511,PEAK
Resort Anthem,Sakura Reflection,HYPER,9,879,NOTES
Resort Anthem,Sakura Reflection,ANOTHER,11,,
Resort Anthem,sakura storm,NORMAL,6,550,NOTES
Resort Anthem,sakura storm,HYPER,10,913,SCRATCH
Resort Anthem,sakura storm,ANOTHER,12,1498,NOTES
INFINITAS,Sakura Sunrise,NORMAL,5,,
INFINITAS,Sakura Sunrise,HYPER,9,,
INFINITAS,Sakura Sunrise,ANOTHER,11,1182,NOTES
PENDUAL,SAMSARA,NORMAL,4,408,SCRATCH
PENDUAL,SAMSARA,HYPER,7,786,NOTES
PENDUAL,SAMSARA,ANOTHER,10,,
SINOBUZ,SAMURAI-Scramble,NORMAL,6,559,SCRATCH
SINOBUZ,SAMURAI-Scramble,HYPER,9,957,SCRATCH
SINOBUZ,SAMURAI-Scramble,ANOTHER,11,1299,SCRATCH
SINOBUZ,SAMURAI-Scramble,LEGGENDARIA,12,,
SINOBUZ,Sarutobi Champion is 拙者,NORMAL,6,525,PEAK
SINOBUZ,Sarutobi Champion is 拙者,HYPER,9,817,PEAK
SINOBUZ,Sarutobi Champion is 拙者,ANOTHER,11,1425,PEAK
Pinky Crush,Satellite Burst,NORMAL,6,609,PEAK
Pinky Crush,Satellite Burst,HYPER,10,1217,NOTES
Pinky Crush,Satellite Burst,ANOTHER,12,,
DJ TROOPERS,"satellite020712 from ""CODED ARMS""",NORMAL,8,831,NOTES
DJ TROOPERS,"satellite020712 from ""CODED ARMS""",HYPER,10,1199,NOTES
DJ TROOPERS,"satellite020712 from ""CODED ARMS""",ANOTHER,12,1656,NOTES
DJ TROOPERS,satfinal,NORMAL,6,545,PEAK
DJ TROOPERS,satfinal,HYPER,8,805,NOTES
DJ TROOPERS,satfinal,ANOTHER,10,1016,CHORD
tricoro,Saturn,NORMAL,6,,
tricoro,Saturn,HYPER,10,1091,NOTES
tricoro,Saturn,ANOTHER,11,1470,PEAK
SINOBUZ,SAY BAY,NORMAL,5,480,SCRATCH
SINOBUZ,SAY BAY,HYPER,9,796,SCRATCH
SINOBUZ,SAY BAY,ANOTHER,11,,
PENDUAL,Say YEEEAHH,NORMAL,6,645,PEAK
PENDUAL,Say YEEEAHH,HYPER,10,1219,CHORD
PENDUAL,Say YEEEAHH,ANOTHER,12,1723,CHORD
BISTROVER,Scandal,NORMAL,4,510,PEAK
BISTROVER,Scandal,HYPER,9,970,CHARGE
BISTROVER,Scandal,ANOTHER,11,1498,CHARGE
DJ TROOPERS,scar in the earth,NORMAL,4,383,PEAK
DJ TROOPERS,scar in the earth,HYPER,7,592,PEAK
DJ TROOPERS,scar in the earth,ANOTHER,9,831,PEAK
PENDUAL,Scarlet Moon,NORMAL,6,555,PEAK
PENDUAL,Scarlet Moon,HYPER,9,989,NOTES
PENDUAL,Scarlet Moon,ANOTHER,11,1438,NOTES
PENDUAL,Scars of FAUNA,NORMAL,5,436,PEAK
PENDUAL,Scars of FAUNA,HYPER,8,816,CHARGE
PENDUAL,Scars of FAUNA,ANOTHER,11,,
Lincle,Scharfrichter,NORMAL,6,522,PEAK
Lincle,Scharfrichter,HYPER,9,974,PEAK
Lincle,Scharfrichter,ANOTHER,11,1552,CHORD
3rd style,Schlagwerk,NORMAL,4,412,NOTES
3rd style,Schlagwerk,HYPER,11,,
3rd style,Schlagwerk,ANOTHER,11,,
SPADA,SCHWARZSCHILD FIELD,NORMAL,7,653,SCRATCH
SPADA,SCHWARZSCHILD FIELD,HYPER,9,806,NOTES
SPADA,SCHWARZSCHILD FIELD,ANOTHER,11,1143,NOTES
HAPPY SKY,SCREAM SQUAD,NORMAL,6,,
HAPPY SKY,SCREAM SQUAD,HYPER,10,863,PEAK
HAPPY SKY,SCREAM SQUAD,ANOTHER,12,,
HEROIC VERSE,SCREW // owo // SCREW,NORMAL,6,568,SCRATCH
HEROIC VERSE,SCREW // owo // SCREW,HYPER,9,1104,SCRATCH
HEROIC VERSE,SCREW // owo // SCREW,ANOTHER,12,1542,SCRATCH
HAPPY SKY,Scripted Connection⇒ A mix,NORMAL,8,1079,NOTES
HAPPY SKY,Scripted Connection⇒ A mix,HYPER,10,1269,NOTES
HAPPY SKY,Scripted Connection⇒ A mix,ANOTHER,11,1382,NOTES
HAPPY SKY,Scripted Connection⇒ A mix,LEGGENDARIA,12,1816,NOTES
HAPPY SKY,Scripted Connection⇒ H mix,NORMAL,8,879,NOTES
